SUBJECT,Subject,LOCATION,Country,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Aug-16,Aug-16,PC,Percentage,0,Units,,,1.417,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Sep-16,Sep-16,PC,Percentage,0,Units,,,1.512,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Oct-16,Oct-16,PC,Percentage,0,Units,,,1.596,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Nov-16,Nov-16,PC,Percentage,0,Units,,,1.965,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Dec-16,Dec-16,PC,Percentage,0,Units,,,2.159,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Jan-17,Jan-17,PC,Percentage,0,Units,,,2.111,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Feb-17,Feb-17,PC,Percentage,0,Units,,,2.163,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Mar-17,Mar-17,PC,Percentage,0,Units,,,2.221,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Apr-17,Apr-17,PC,Percentage,0,Units,,,2.182,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,May-17,May-17,PC,Percentage,0,Units,,,2.257,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Jun-17,Jun-17,PC,Percentage,0,Units,,,2.165,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Jul-17,Jul-17,PC,Percentage,0,Units,,,2.252,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Aug-17,Aug-17,PC,Percentage,0,Units,,,2.287,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Sep-17,Sep-17,PC,Percentage,0,Units,,,2.286,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Oct-17,Oct-17,PC,Percentage,0,Units,,,2.455,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Nov-17,Nov-17,PC,Percentage,0,Units,,,2.54,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Dec-17,Dec-17,PC,Percentage,0,Units,,,2.472,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Jan-18,Jan-18,PC,Percentage,0,Units,,,2.626,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Feb-18,Feb-18,PC,Percentage,0,Units,,,2.77,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Mar-18,Mar-18,PC,Percentage,0,Units,,,2.708,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Apr-18,Apr-18,PC,Percentage,0,Units,,,2.655,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,May-18,May-18,PC,Percentage,0,Units,,,2.757,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Jun-18,Jun-18,PC,Percentage,0,Units,,,2.656,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Jul-18,Jul-18,PC,Percentage,0,Units,,,2.549,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Aug-18,Aug-18,PC,Percentage,0,Units,,,2.458,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Sep-18,Sep-18,PC,Percentage,0,Units,,,2.315,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Oct-18,Oct-18,PC,Percentage,0,Units,,,2.338,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Nov-18,Nov-18,PC,Percentage,0,Units,,,2.209,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Dec-18,Dec-18,PC,Percentage,0,Units,,,1.992,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Jan-19,Jan-19,PC,Percentage,0,Units,,,1.991,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Feb-19,Feb-19,PC,Percentage,0,Units,,,1.988,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Mar-19,Mar-19,PC,Percentage,0,Units,,,1.953,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Apr-19,Apr-19,PC,Percentage,0,Units,,,1.889,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,May-19,May-19,PC,Percentage,0,Units,,,1.828,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Jun-19,Jun-19,PC,Percentage,0,Units,,,1.618,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Jul-19,Jul-19,PC,Percentage,0,Units,,,1.506,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Aug-19,Aug-19,PC,Percentage,0,Units,,,1.254,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Sep-19,Sep-19,PC,Percentage,0,Units,,,1.42,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Oct-19,Oct-19,PC,Percentage,0,Units,,,1.577,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Nov-19,Nov-19,PC,Percentage,0,Units,,,1.75,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Dec-19,Dec-19,PC,Percentage,0,Units,,,1.653,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Jan-20,Jan-20,PC,Percentage,0,Units,,,1.656,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Feb-20,Feb-20,PC,Percentage,0,Units,,,1.54,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Mar-20,Mar-20,PC,Percentage,0,Units,,,1.485,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,Apr-20,Apr-20,PC,Percentage,0,Units,,,1.504,,
IRLT,"Long-term interest rates, Per cent per annum",KOR,Korea,M,Monthly,May-20,May-20,PC,Percentage,0,Units,,,1.394,,
