date,KOSPI200,KOSPI,KOSPI200ex
2017-08-27,311.21 ,2378.51 ,2708.25 
2017-08-28,309.53 ,2370.30 ,2715.25 
2017-08-29,308.64 ,2364.74 ,2715.95 
2017-08-30,309.65 ,2372.29 ,2724.03 
2017-08-31,308.28 ,2363.19 ,2732.92 
2017-09-01,307.78 ,2357.69 ,2728.05 
2017-09-02,307.78 ,2357.69 ,2728.05 
2017-09-03,307.78 ,2357.69 ,2728.05 
2017-09-04,304.19 ,2329.65 ,2693.33 
2017-09-05,304.06 ,2326.62 ,2678.08 
2017-09-06,303.18 ,2319.82 ,2669.07 
2017-09-07,306.97 ,2346.19 ,2689.92 
2017-09-08,307.43 ,2343.72 ,2662.16 
2017-09-09,307.43 ,2343.72 ,2662.16 
2017-09-10,307.43 ,2343.72 ,2662.16 
2017-09-11,309.83 ,2359.08 ,2662.99 
2017-09-12,310.42 ,2365.47 ,2678.67 
2017-09-13,310.00 ,2360.18 ,2668.87 
2017-09-14,312.52 ,2377.66 ,2672.80 
2017-09-15,313.69 ,2386.07 ,2680.75 
2017-09-16,313.69 ,2386.07 ,2680.75 
2017-09-17,313.69 ,2386.07 ,2680.75 
2017-09-18,318.93 ,2418.21 ,2683.89 
2017-09-19,318.51 ,2416.05 ,2680.12 
2017-09-20,318.48 ,2412.20 ,2661.39 
2017-09-21,318.25 ,2406.50 ,2640.34 
2017-09-22,316.71 ,2388.71 ,2600.46 
2017-09-23,316.71 ,2388.71 ,2600.46 
2017-09-24,316.71 ,2388.71 ,2600.46 
2017-09-25,316.40 ,2380.40 ,2551.23 
2017-09-26,314.29 ,2374.32 ,2569.75 
2017-09-27,313.82 ,2372.57 ,2576.33 
2017-09-28,313.85 ,2373.14 ,2590.72 
2017-09-29,316.27 ,2394.47 ,2618.13 
2017-09-30,316.27 ,2394.47 ,2618.13 
2017-10-01,316.27 ,2394.47 ,2618.13 
2017-10-02,316.27 ,2394.47 ,2618.13 
2017-10-03,316.27 ,2394.47 ,2618.13 
2017-10-04,316.27 ,2394.47 ,2618.13 
2017-10-05,316.27 ,2394.47 ,2618.13 
2017-10-06,316.27 ,2394.47 ,2618.13 
2017-10-07,316.27 ,2394.47 ,2618.13 
2017-10-08,316.27 ,2394.47 ,2618.13 
2017-10-09,316.27 ,2394.47 ,2618.13 
2017-10-10,322.49 ,2433.81 ,2612.84 
2017-10-11,326.12 ,2458.16 ,2629.87 
2017-10-12,328.11 ,2474.76 ,2637.00 
2017-10-13,327.35 ,2473.62 ,2619.20 
2017-10-14,327.35 ,2473.62 ,2619.20 
2017-10-15,327.35 ,2473.62 ,2619.20 
2017-10-16,327.82 ,2480.05 ,2622.26 
2017-10-17,328.51 ,2484.37 ,2622.67 
2017-10-18,328.40 ,2482.91 ,2617.64 
2017-10-19,326.47 ,2473.06 ,2623.37 
2017-10-20,328.89 ,2489.54 ,2632.86 
2017-10-21,328.89 ,2489.54 ,2632.86 
2017-10-22,328.89 ,2489.54 ,2632.86 
2017-10-23,329.45 ,2490.05 ,2633.35 
2017-10-24,328.96 ,2490.49 ,2641.77 
2017-10-25,329.31 ,2492.50 ,2652.36 
2017-10-26,326.99 ,2480.63 ,2654.68 
2017-10-27,329.23 ,2496.63 ,2671.86 
2017-10-28,329.23 ,2496.63 ,2671.86 
2017-10-29,329.23 ,2496.63 ,2671.86 
2017-10-30,330.38 ,2501.93 ,2678.37 
2017-10-31,333.57 ,2523.43 ,2683.15 
2017-11-01,338.76 ,2556.47 ,2681.52 
2017-11-02,337.53 ,2546.36 ,2674.36 
2017-11-03,338.83 ,2557.97 ,2680.53 
2017-11-04,338.83 ,2557.97 ,2680.53 
2017-11-05,338.83 ,2557.97 ,2680.53 
2017-11-06,337.40 ,2549.41 ,2677.40 
2017-11-07,336.76 ,2545.44 ,2684.01 
2017-11-08,337.80 ,2552.40 ,2691.89 
2017-11-09,337.14 ,2550.57 ,2704.00 
2017-11-10,335.96 ,2542.95 ,2705.12 
2017-11-11,335.96 ,2542.95 ,2705.12 
2017-11-12,335.96 ,2542.95 ,2705.12 
2017-11-13,334.33 ,2530.35 ,2705.86 
2017-11-14,333.62 ,2526.64 ,2711.69 
2017-11-15,332.17 ,2518.25 ,2694.92 
2017-11-16,334.36 ,2534.79 ,2719.96 
2017-11-17,334.18 ,2533.99 ,2728.03 
2017-11-18,334.18 ,2533.99 ,2728.03 
2017-11-19,334.18 ,2533.99 ,2728.03 
2017-11-20,332.92 ,2527.67 ,2743.72 
2017-11-21,333.51 ,2530.70 ,2739.49 
2017-11-22,335.49 ,2540.51 ,2739.18 
2017-11-23,334.51 ,2537.15 ,2757.92 
2017-11-24,335.44 ,2544.33 ,2767.86 
2017-11-25,335.44 ,2544.33 ,2767.86 
2017-11-26,335.44 ,2544.33 ,2767.86 
2017-11-27,329.53 ,2507.81 ,2767.41 
2017-11-28,330.99 ,2514.19 ,2759.06 
2017-11-29,330.68 ,2512.90 ,2761.24 
2017-11-30,325.25 ,2476.37 ,2756.63 
2017-12-01,324.78 ,2475.41 ,2751.77 
2017-12-02,324.78 ,2475.41 ,2751.77 
2017-12-03,324.78 ,2475.41 ,2751.77 
2017-12-04,328.77 ,2501.67 ,2750.96 
2017-12-05,329.61 ,2510.12 ,2771.82 
2017-12-06,324.52 ,2474.37 ,2756.68 
2017-12-07,323.59 ,2461.98 ,2719.97 
2017-12-08,324.68 ,2464.00 ,2692.92 
2017-12-09,324.68 ,2464.00 ,2692.92 
2017-12-10,324.68 ,2464.00 ,2692.92 
2017-12-11,325.09 ,2471.49 ,2707.07 
2017-12-12,324.07 ,2461.00 ,2687.94 
2017-12-13,326.18 ,2480.55 ,2707.48 
2017-12-14,324.74 ,2469.48 ,2710.10 
2017-12-15,326.23 ,2482.07 ,2709.79 
2017-12-16,326.23 ,2482.07 ,2709.79 
2017-12-17,326.23 ,2482.07 ,2709.79 
2017-12-18,326.60 ,2481.88 ,2697.82 
2017-12-19,326.76 ,2478.53 ,2674.66 
2017-12-20,325.79 ,2472.37 ,2664.39 
2017-12-21,319.72 ,2429.83 ,2639.22 
2017-12-22,321.21 ,2440.54 ,2657.73 
2017-12-23,321.21 ,2440.54 ,2657.73 
2017-12-24,321.21 ,2440.54 ,2657.73 
2017-12-25,321.21 ,2440.54 ,2657.73 
2017-12-26,318.89 ,2427.34 ,2651.74 
2017-12-27,320.25 ,2436.67 ,2659.29 
2017-12-28,324.74 ,2467.49 ,2678.37 
2017-12-29,324.74 ,2467.49 ,2678.37 
2017-12-30,324.74 ,2467.49 ,2678.37 
2017-12-31,324.74 ,2467.49 ,2678.37 
2018-01-01,324.74 ,2467.49 ,2678.37 
2018-01-02,326.00 ,2479.65 ,2703.95 
2018-01-03,327.13 ,2486.35 ,2715.38 
2018-01-04,324.58 ,2466.46 ,2692.51 
2018-01-05,328.97 ,2497.52 ,2724.45 
2018-01-06,328.97 ,2497.52 ,2724.45 
2018-01-07,328.97 ,2497.52 ,2724.45 
2018-01-08,331.28 ,2513.28 ,2717.05 
2018-01-09,330.25 ,2510.23 ,2711.25 
2018-01-10,327.61 ,2499.75 ,2739.73 
2018-01-11,325.67 ,2487.91 ,2755.22 
2018-01-12,326.72 ,2496.42 ,2759.34 
2018-01-13,326.72 ,2496.42 ,2759.34 
2018-01-14,326.72 ,2496.42 ,2759.34 
2018-01-15,327.39 ,2503.73 ,2777.69 
2018-01-16,330.02 ,2521.74 ,2793.10 
2018-01-17,329.19 ,2515.43 ,2795.26 
2018-01-18,329.13 ,2515.81 ,2814.83 
2018-01-19,329.52 ,2520.26 ,2828.31 
2018-01-20,329.52 ,2520.26 ,2828.31 
2018-01-21,329.52 ,2520.26 ,2828.31 
2018-01-22,326.27 ,2502.11 ,2838.96 
2018-01-23,330.93 ,2536.60 ,2867.18 
2018-01-24,330.91 ,2538.00 ,2885.35 
2018-01-25,334.08 ,2562.23 ,2923.25 
2018-01-26,335.38 ,2574.76 ,2955.98 
2018-01-27,335.38 ,2574.76 ,2955.98 
2018-01-28,335.38 ,2574.76 ,2955.98 
2018-01-29,338.05 ,2598.19 ,2988.28 
2018-01-30,333.40 ,2567.74 ,2988.66 
2018-01-31,333.38 ,2566.46 ,2982.38 
2018-02-01,333.36 ,2568.54 ,3001.03 
2018-02-02,327.01 ,2525.39 ,2977.01 
2018-02-03,327.01 ,2525.39 ,2977.01 
2018-02-04,327.01 ,2525.39 ,2977.01 
2018-02-05,323.29 ,2491.75 ,2911.42 
2018-02-06,318.01 ,2453.31 ,2883.98 
2018-02-07,310.48 ,2396.56 ,2829.23 
2018-02-08,311.62 ,2407.62 ,2867.80 
2018-02-09,304.83 ,2363.77 ,2865.84 
2018-02-10,304.83 ,2363.77 ,2865.84 
2018-02-11,304.83 ,2363.77 ,2865.84 
2018-02-12,308.13 ,2385.38 ,2892.51 
2018-02-13,310.87 ,2395.19 ,2845.26 
2018-02-14,314.40 ,2421.83 ,2889.10 
2018-02-15,314.40 ,2421.83 ,2889.10 
2018-02-16,314.40 ,2421.83 ,2889.10 
2018-02-17,314.40 ,2421.83 ,2889.10 
2018-02-18,314.40 ,2421.83 ,2889.10 
2018-02-19,316.61 ,2442.82 ,2936.03 
2018-02-20,312.83 ,2415.12 ,2905.31 
2018-02-21,314.47 ,2429.65 ,2929.88 
2018-02-22,312.17 ,2414.28 ,2916.21 
2018-02-23,316.81 ,2451.52 ,2958.00 
2018-02-24,316.81 ,2451.52 ,2958.00 
2018-02-25,316.81 ,2451.52 ,2958.00 
2018-02-26,317.34 ,2457.65 ,2969.19 
2018-02-27,316.83 ,2456.14 ,3002.73 
2018-02-28,312.86 ,2427.36 ,2987.42 
2018-03-01,312.86 ,2427.36 ,2987.42 
2018-03-02,308.35 ,2402.16 ,3013.43 
2018-03-03,308.35 ,2402.16 ,3013.43 
2018-03-04,308.35 ,2402.16 ,3013.43 
2018-03-05,304.58 ,2375.06 ,2986.94 
2018-03-06,310.46 ,2411.41 ,2999.08 
2018-03-07,311.14 ,2401.82 ,2897.19 
2018-03-08,314.78 ,2433.08 ,2966.19 
2018-03-09,317.67 ,2459.45 ,3008.30 
2018-03-10,317.67 ,2459.45 ,3008.30 
2018-03-11,317.67 ,2459.45 ,3008.30 
2018-03-12,320.70 ,2484.12 ,3046.89 
2018-03-13,322.98 ,2494.49 ,3029.94 
2018-03-14,321.99 ,2486.08 ,3016.83 
2018-03-15,322.74 ,2492.38 ,3026.56 
2018-03-16,322.88 ,2493.97 ,3032.56 
2018-03-17,322.88 ,2493.97 ,3032.56 
2018-03-18,322.88 ,2493.97 ,3032.56 
2018-03-19,320.35 ,2475.03 ,3016.03 
2018-03-20,321.79 ,2485.52 ,3024.83 
2018-03-21,321.60 ,2484.97 ,3025.42 
2018-03-22,323.32 ,2496.02 ,3025.27 
2018-03-23,312.42 ,2416.76 ,2939.26 
2018-03-24,312.42 ,2416.76 ,2939.26 
2018-03-25,312.42 ,2416.76 ,2939.26 
2018-03-26,314.89 ,2437.08 ,2972.58 
2018-03-27,316.34 ,2452.06 ,3004.02 
2018-03-28,311.81 ,2419.29 ,2974.05 
2018-03-29,313.82 ,2436.37 ,2994.82 
2018-03-30,314.61 ,2445.85 ,3030.16 
2018-03-31,314.61 ,2445.85 ,3030.16 
2018-04-01,314.61 ,2445.85 ,3030.16 
2018-04-02,314.00 ,2444.16 ,3026.85 
2018-04-03,313.38 ,2442.43 ,3025.97 
2018-04-04,308.54 ,2408.06 ,2993.78 
2018-04-05,313.04 ,2437.52 ,3016.08 
2018-04-06,311.61 ,2429.58 ,3016.23 
2018-04-07,311.61 ,2429.58 ,3016.23 
2018-04-08,311.61 ,2429.58 ,3016.23 
2018-04-09,313.45 ,2444.08 ,3022.18 
2018-04-10,313.94 ,2450.74 ,3030.54 
2018-04-11,312.94 ,2444.22 ,3044.74 
2018-04-12,313.22 ,2442.71 ,3042.77 
2018-04-13,314.86 ,2455.07 ,3063.61 
2018-04-14,314.86 ,2455.07 ,3063.61 
2018-04-15,314.86 ,2455.07 ,3063.61 
2018-04-16,315.17 ,2457.49 ,3080.01 
2018-04-17,314.64 ,2453.77 ,3083.12 
2018-04-18,318.64 ,2479.98 ,3102.87 
2018-04-19,320.12 ,2486.10 ,3118.79 
2018-04-20,317.89 ,2476.33 ,3129.39 
2018-04-21,317.89 ,2476.33 ,3129.39 
2018-04-22,317.89 ,2476.33 ,3129.39 
2018-04-23,317.89 ,2474.11 ,3134.50 
2018-04-24,315.86 ,2464.14 ,3142.53 
2018-04-25,313.99 ,2448.81 ,3126.29 
2018-04-26,318.08 ,2475.64 ,3136.13 
2018-04-27,320.80 ,2492.40 ,3133.62 
2018-04-28,320.80 ,2492.40 ,3133.62 
2018-04-29,320.80 ,2492.40 ,3133.62 
2018-04-30,323.56 ,2515.38 ,3167.54 
2018-05-01,323.56 ,2515.38 ,3167.54 
2018-05-02,322.53 ,2505.61 ,3196.26 
2018-05-03,320.55 ,2487.25 ,3168.18 
2018-05-04,316.75 ,2461.38 ,3182.36 
2018-05-05,316.75 ,2461.38 ,3182.36 
2018-05-06,316.75 ,2461.38 ,3182.36 
2018-05-07,316.75 ,2461.38 ,3182.36 
2018-05-08,315.87 ,2449.81 ,3130.64 
2018-05-09,314.42 ,2443.98 ,3131.44 
2018-05-10,317.31 ,2464.16 ,3163.74 
2018-05-11,318.51 ,2477.71 ,3200.96 
2018-05-12,318.51 ,2477.71 ,3200.96 
2018-05-13,318.51 ,2477.71 ,3200.96 
2018-05-14,317.72 ,2476.11 ,3235.38 
2018-05-15,314.94 ,2458.54 ,3235.99 
2018-05-16,315.97 ,2459.82 ,3173.99 
2018-05-17,314.29 ,2448.45 ,3186.78 
2018-05-18,315.37 ,2460.65 ,3220.17 
2018-05-19,315.37 ,2460.65 ,3220.17 
2018-05-20,315.37 ,2460.65 ,3220.17 
2018-05-21,316.25 ,2465.57 ,3227.19 
2018-05-22,316.25 ,2465.57 ,3227.19 
2018-05-23,318.31 ,2471.91 ,3204.50 
2018-05-24,317.48 ,2466.01 ,3193.09 
2018-05-25,318.05 ,2460.80 ,3121.35 
2018-05-26,318.05 ,2460.80 ,3121.35 
2018-05-27,318.05 ,2460.80 ,3121.35 
2018-05-28,318.99 ,2478.96 ,3222.38 
2018-05-29,316.20 ,2457.25 ,3193.14 
2018-05-30,309.26 ,2409.03 ,3172.64 
2018-05-31,310.92 ,2423.01 ,3209.51 
2018-06-01,313.22 ,2438.96 ,3199.77 
2018-06-02,313.22 ,2438.96 ,3199.77 
2018-06-03,313.22 ,2438.96 ,3199.77 
2018-06-04,314.84 ,2447.76 ,3198.36 
2018-06-05,315.76 ,2453.76 ,3201.26 
2018-06-06,315.76 ,2453.76 ,3201.26 
2018-06-07,317.67 ,2470.58 ,3219.58 
2018-06-08,314.97 ,2451.58 ,3198.60 
2018-06-09,314.97 ,2451.58 ,3198.60 
2018-06-10,314.97 ,2451.58 ,3198.60 
2018-06-11,317.22 ,2470.15 ,3237.83 
2018-06-12,316.84 ,2468.83 ,3231.09 
2018-06-13,316.84 ,2468.83 ,3231.09 
2018-06-14,311.20 ,2423.48 ,3175.21 
2018-06-15,308.73 ,2404.04 ,3166.71 
2018-06-16,308.73 ,2404.04 ,3166.71 
2018-06-17,308.73 ,2404.04 ,3166.71 
2018-06-18,305.35 ,2376.24 ,3100.38 
2018-06-19,301.35 ,2340.11 ,3034.66 
2018-06-20,304.02 ,2363.91 ,3080.47 
2018-06-21,301.02 ,2337.83 ,3033.52 
2018-06-22,303.69 ,2357.22 ,3021.63 
2018-06-23,303.69 ,2357.22 ,3021.63 
2018-06-24,303.69 ,2357.22 ,3021.63 
2018-06-25,303.37 ,2357.88 ,3049.52 
2018-06-26,302.76 ,2350.92 ,3020.02 
2018-06-27,302.25 ,2342.03 ,2992.57 
2018-06-28,298.26 ,2314.24 ,2948.54 
2018-06-29,299.66 ,2326.13 ,2981.20 
2018-06-30,299.66 ,2326.13 ,2981.20 
2018-07-01,299.66 ,2326.13 ,2981.20 
2018-07-02,292.93 ,2271.54 ,2896.79 
2018-07-03,293.35 ,2272.76 ,2897.69 
2018-07-04,292.26 ,2265.46 ,2903.49 
2018-07-05,291.63 ,2257.55 ,2876.24 
2018-07-06,293.11 ,2272.87 ,2907.76 
2018-07-07,293.11 ,2272.87 ,2907.76 
2018-07-08,293.11 ,2272.87 ,2907.76 
2018-07-09,295.20 ,2285.80 ,2891.92 
2018-07-10,296.19 ,2294.16 ,2923.93 
2018-07-11,294.43 ,2280.62 ,2913.72 
2018-07-12,294.41 ,2285.06 ,2932.05 
2018-07-13,298.65 ,2310.90 ,2953.68 
2018-07-14,298.65 ,2310.90 ,2953.68 
2018-07-15,298.65 ,2310.90 ,2953.68 
2018-07-16,297.37 ,2301.99 ,2934.20 
2018-07-17,296.88 ,2297.92 ,2926.08 
2018-07-18,296.47 ,2290.11 ,2887.10 
2018-07-19,295.90 ,2282.29 ,2848.37 
2018-07-20,296.95 ,2289.19 ,2838.28 
2018-07-21,296.95 ,2289.19 ,2838.28 
2018-07-22,296.95 ,2289.19 ,2838.28 
2018-07-23,294.56 ,2269.31 ,2762.98 
2018-07-24,295.49 ,2280.20 ,2805.19 
2018-07-25,294.85 ,2273.03 ,2793.51 
2018-07-26,296.95 ,2289.06 ,2835.19 
2018-07-27,297.78 ,2294.99 ,2855.01 
2018-07-28,297.78 ,2294.99 ,2855.01 
2018-07-29,297.78 ,2294.99 ,2855.01 
2018-07-30,297.29 ,2293.51 ,2861.88 
2018-07-31,297.45 ,2295.26 ,2860.66 
2018-08-01,298.69 ,2307.07 ,2899.03 
2018-08-02,293.55 ,2270.20 ,2872.61 
2018-08-03,295.61 ,2287.68 ,2893.75 
2018-08-04,295.61 ,2287.68 ,2893.75 
2018-08-05,295.61 ,2287.68 ,2893.75 
2018-08-06,295.24 ,2286.50 ,2889.14 
2018-08-07,297.18 ,2300.16 ,2881.91 
2018-08-08,297.19 ,2301.45 ,2881.72 
2018-08-09,297.41 ,2303.71 ,2877.52 
2018-08-10,293.64 ,2282.79 ,2881.92 
2018-08-11,293.64 ,2282.79 ,2881.92 
2018-08-12,293.64 ,2282.79 ,2881.92 
2018-08-13,289.85 ,2248.45 ,2805.01 
2018-08-14,291.08 ,2258.91 ,2827.09 
2018-08-15,291.08 ,2258.91 ,2827.09 
2018-08-16,288.24 ,2240.80 ,2834.42 
2018-08-17,288.57 ,2247.05 ,2868.57 
2018-08-18,288.57 ,2247.05 ,2868.57 
2018-08-19,288.57 ,2247.05 ,2868.57 
2018-08-20,288.61 ,2247.88 ,2870.44 
2018-08-21,291.93 ,2270.06 ,2895.38 
2018-08-22,293.00 ,2273.33 ,2883.44 
2018-08-23,294.29 ,2282.60 ,2894.64 
2018-08-24,295.54 ,2293.21 ,2913.53 
2018-08-25,295.54 ,2293.21 ,2913.53 
2018-08-26,295.54 ,2293.21 ,2913.53 
2018-08-27,296.83 ,2299.30 ,2904.06 
2018-08-28,297.22 ,2303.12 ,2909.51 
2018-08-29,298.05 ,2309.03 ,2918.00 
2018-08-30,298.05 ,2307.35 ,2922.45 
2018-08-31,300.07 ,2322.88 ,2934.63 
2018-09-01,300.07 ,2322.88 ,2934.63 
2018-09-02,300.07 ,2322.88 ,2934.63 
2018-09-03,297.49 ,2307.03 ,2923.63 
2018-09-04,298.80 ,2315.72 ,2938.36 
2018-09-05,294.96 ,2291.77 ,2940.31 
2018-09-06,294.28 ,2287.61 ,2930.73 
2018-09-07,292.86 ,2281.58 ,2937.39 
2018-09-08,292.86 ,2281.58 ,2937.39 
2018-09-09,292.86 ,2281.58 ,2937.39 
2018-09-10,293.70 ,2288.66 ,2955.09 
2018-09-11,292.46 ,2283.20 ,2967.88 
2018-09-12,292.35 ,2282.92 ,2967.90 
2018-09-13,292.42 ,2286.23 ,2979.71 
2018-09-14,297.29 ,2318.25 ,2990.09 
2018-09-15,297.29 ,2318.25 ,2990.09 
2018-09-16,297.29 ,2318.25 ,2990.09 
2018-09-17,295.23 ,2303.01 ,2968.13 
2018-09-18,296.10 ,2308.98 ,2955.20 
2018-09-19,296.64 ,2308.46 ,2929.32 
2018-09-20,299.04 ,2323.45 ,2924.02 
2018-09-21,300.81 ,2339.17 ,2949.91 
2018-09-22,300.81 ,2339.17 ,2949.91 
2018-09-23,300.81 ,2339.17 ,2949.91 
2018-09-24,300.81 ,2339.17 ,2949.91 
2018-09-25,300.81 ,2339.17 ,2949.91 
2018-09-26,300.81 ,2339.17 ,2949.91 
2018-09-27,302.59 ,2355.43 ,2971.48 
2018-09-28,300.51 ,2343.07 ,2966.89 
2018-09-29,300.51 ,2343.07 ,2966.89 
2018-09-30,300.51 ,2343.07 ,2966.89 
2018-10-01,300.17 ,2338.88 ,2956.12 
2018-10-02,296.53 ,2309.57 ,2910.51 
2018-10-03,296.53 ,2309.57 ,2910.51 
2018-10-04,291.78 ,2274.49 ,2883.69 
2018-10-05,291.28 ,2267.52 ,2858.37 
2018-10-06,291.28 ,2267.52 ,2858.37 
2018-10-07,291.28 ,2267.52 ,2858.37 
2018-10-08,289.91 ,2253.83 ,2829.80 
2018-10-09,289.91 ,2253.83 ,2829.80 
2018-10-10,287.85 ,2228.61 ,2744.33 
2018-10-11,275.15 ,2129.67 ,2611.53 
2018-10-12,279.37 ,2161.85 ,2664.88 
2018-10-13,279.37 ,2161.85 ,2664.88 
2018-10-14,279.37 ,2161.85 ,2664.88 
2018-10-15,277.19 ,2145.12 ,2639.87 
2018-10-16,276.90 ,2145.12 ,2658.02 
2018-10-17,280.05 ,2167.51 ,2683.75 
2018-10-18,277.48 ,2148.31 ,2666.46 
2018-10-19,278.63 ,2156.26 ,2669.37 
2018-10-20,278.63 ,2156.26 ,2669.37 
2018-10-21,278.63 ,2156.26 ,2669.37 
2018-10-22,279.40 ,2161.71 ,2668.04 
2018-10-23,272.54 ,2106.10 ,2601.78 
2018-10-24,271.36 ,2097.58 ,2562.54 
2018-10-25,266.72 ,2063.30 ,2508.41 
2018-10-26,262.69 ,2027.15 ,2456.55 
2018-10-27,262.69 ,2027.15 ,2456.55 
2018-10-28,262.69 ,2027.15 ,2456.55 
2018-10-29,260.19 ,1996.05 ,2341.05 
2018-10-30,262.47 ,2014.69 ,2367.56 
2018-10-31,264.01 ,2029.69 ,2407.04 
2018-11-01,262.95 ,2024.46 ,2438.96 
2018-11-02,272.56 ,2096.00 ,2522.75 
2018-11-03,272.56 ,2096.00 ,2522.75 
2018-11-04,272.56 ,2096.00 ,2522.75 
2018-11-05,270.07 ,2076.92 ,2506.94 
2018-11-06,271.57 ,2089.62 ,2518.61 
2018-11-07,270.45 ,2078.69 ,2489.61 
2018-11-08,272.11 ,2092.63 ,2528.03 
2018-11-09,271.33 ,2086.09 ,2525.28 
2018-11-10,271.33 ,2086.09 ,2525.28 
2018-11-11,271.33 ,2086.09 ,2525.28 
2018-11-12,271.57 ,2080.44 ,2517.42 
2018-11-13,269.70 ,2071.23 ,2514.97 
2018-11-14,268.88 ,2068.05 ,2516.66 
2018-11-15,271.54 ,2088.06 ,2535.14 
2018-11-16,271.65 ,2092.40 ,2563.98 
2018-11-17,271.65 ,2092.40 ,2563.98 
2018-11-18,271.65 ,2092.40 ,2563.98 
2018-11-19,272.31 ,2100.56 ,2585.44 
2018-11-20,269.58 ,2082.58 ,2569.25 
2018-11-21,268.27 ,2076.55 ,2585.21 
2018-11-22,267.76 ,2069.95 ,2579.03 
2018-11-23,266.33 ,2057.48 ,2556.86 
2018-11-24,266.33 ,2057.48 ,2556.86 
2018-11-25,266.33 ,2057.48 ,2556.86 
2018-11-26,269.79 ,2083.02 ,2582.84 
2018-11-27,272.08 ,2099.42 ,2597.50 
2018-11-28,273.45 ,2108.22 ,2595.58 
2018-11-29,274.16 ,2114.10 ,2599.66 
2018-11-30,271.35 ,2096.86 ,2594.96 
2018-12-01,271.35 ,2096.86 ,2594.96 
2018-12-02,271.35 ,2096.86 ,2594.96 
2018-12-03,276.18 ,2131.93 ,2627.74 
2018-12-04,273.29 ,2114.35 ,2633.96 
2018-12-05,271.49 ,2101.31 ,2619.21 
2018-12-06,267.18 ,2068.69 ,2563.87 
2018-12-07,268.28 ,2075.76 ,2571.29 
2018-12-08,268.28 ,2075.76 ,2571.29 
2018-12-09,268.28 ,2075.76 ,2571.29 
2018-12-10,265.35 ,2053.79 ,2518.71 
2018-12-11,264.69 ,2052.97 ,2500.50 
2018-12-12,268.47 ,2082.57 ,2535.52 
2018-12-13,269.41 ,2095.55 ,2567.96 
2018-12-14,265.55 ,2069.38 ,2545.47 
2018-12-15,265.55 ,2069.38 ,2545.47 
2018-12-16,265.55 ,2069.38 ,2545.47 
2018-12-17,266.33 ,2071.09 ,2529.75 
2018-12-18,265.18 ,2062.11 ,2513.34 
2018-12-19,267.31 ,2078.84 ,2532.98 
2018-12-20,264.81 ,2060.12 ,2524.96 
2018-12-21,265.06 ,2061.49 ,2521.82 
2018-12-22,265.06 ,2061.49 ,2521.82 
2018-12-23,265.06 ,2061.49 ,2521.82 
2018-12-24,264.45 ,2055.01 ,2503.39 
2018-12-25,264.45 ,2055.01 ,2503.39 
2018-12-26,260.98 ,2028.01 ,2469.07 
2018-12-27,260.57 ,2028.44 ,2495.71 
2018-12-28,261.98 ,2041.04 ,2519.10 
2018-12-29,261.98 ,2041.04 ,2519.10 
2018-12-30,261.98 ,2041.04 ,2519.10 
2018-12-31,261.98 ,2041.04 ,2519.10 
2019-01-01,261.98 ,2041.04 ,2519.10 
2019-01-02,258.23 ,2010.00 ,2493.50 
2019-01-03,255.77 ,1993.70 ,2464.22 
2019-01-04,257.89 ,2010.25 ,2472.99 
2019-01-05,257.89 ,2010.25 ,2472.99 
2019-01-06,257.89 ,2010.25 ,2472.99 
2019-01-07,261.57 ,2037.10 ,2508.90 
2019-01-08,259.65 ,2025.27 ,2514.17 
2019-01-09,265.60 ,2064.71 ,2542.57 
2019-01-10,265.55 ,2063.28 ,2538.02 
2019-01-11,267.13 ,2075.57 ,2556.11 
2019-01-12,267.13 ,2075.57 ,2556.11 
2019-01-13,267.13 ,2075.57 ,2556.11 
2019-01-14,264.99 ,2064.52 ,2562.37 
2019-01-15,269.93 ,2097.18 ,2584.43 
2019-01-16,271.23 ,2106.10 ,2604.51 
2019-01-17,271.88 ,2107.06 ,2589.13 
2019-01-18,273.88 ,2124.28 ,2614.68 
2019-01-19,273.88 ,2124.28 ,2614.68 
2019-01-20,273.88 ,2124.28 ,2614.68 
2019-01-21,274.00 ,2124.61 ,2623.49 
2019-01-22,272.71 ,2117.77 ,2623.29 
2019-01-23,273.87 ,2127.78 ,2634.74 
2019-01-24,276.61 ,2145.03 ,2661.68 
2019-01-25,281.67 ,2177.73 ,2674.60 
2019-01-26,281.67 ,2177.73 ,2674.60 
2019-01-27,281.67 ,2177.73 ,2674.60 
2019-01-28,281.64 ,2177.30 ,2674.91 
2019-01-29,283.00 ,2183.36 ,2660.57 
2019-01-30,286.62 ,2206.20 ,2669.57 
2019-01-31,285.89 ,2204.85 ,2685.45 
2019-02-01,285.79 ,2203.46 ,2704.33 
2019-02-02,285.79 ,2203.46 ,2704.33 
2019-02-03,285.79 ,2203.46 ,2704.33 
2019-02-04,285.79 ,2203.46 ,2704.33 
2019-02-05,285.79 ,2203.46 ,2704.33 
2019-02-06,285.79 ,2203.46 ,2704.33 
2019-02-07,285.65 ,2203.42 ,2717.25 
2019-02-08,281.49 ,2177.05 ,2711.09 
2019-02-09,281.49 ,2177.05 ,2711.09 
2019-02-10,281.49 ,2177.05 ,2711.09 
2019-02-11,282.10 ,2180.73 ,2701.23 
2019-02-12,283.69 ,2190.47 ,2710.34 
2019-02-13,284.97 ,2201.48 ,2734.36 
2019-02-14,288.68 ,2225.85 ,2743.64 
